row,range,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,ADF,AD_ICP,Adj_CP,aNDFom,Ash,Crude_protein,DCAD,Dry_Matter,EE_Fat,Lignin,NEG_OARDC,NEL3x_ADF,NEL3x_OARDC,NEM_OARDC,NFC,SPCP,Starch,TDN_OARDC,WSC_Sugar,Cellulose,Hemicellulose,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,SF16h_HGT_120_MEAN,SF16h_HGT_120_STD,SF16h_PAN_120_MEAN,SF16h_PAN_120_STD,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
29 && 30 && 31 && 32,30,PI_329465,142,140,152,0.58,,0.49,,,,37.5,0.59,9.32,65.1,3.8,8.58,25.52,92.11,0.9,5.78,29.81,63.88,58.83,55.31,23.37,79.84,0.53,59.25,12.88,31.72,29.28,0.371,0.044434,0.069387,0.32614,0.25198,,35.2769,41.7564,144.666666667,5.24933858267,,,340686.066 && 340685.4815 && 340684.786 && 340683.979,3832777.655 && 3832777.91 && 3832778.145 && 3832778.355,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p1417 && SF-BE-r1-p1418 && SF-BE-r1-p1419 && SF-BE-r1-p1420,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1417 && BMS.SF-BE-r1-p1419 && PAN.SF-BE-r1-p1419 && LEF.SF-BE-r1-p1419,ANTHESIS && MATURITY
29 && 30 && 31 && 32,31,PI_156871,159,149,166,0.88,,0.72,,,,32.33,0.5,8.31,57.97,2.95,7.84,27.77,91.35,0.9,4.99,34.74,67.86,62.89,59.69,29.85,71.02,0.63,66.29,19.48,27.34,27.34,0.50638,0.041883,0.088946,0.16547,0.31884,,44.8964,45.9876,158.0,6.97614984549,,,340687.5535 && 340686.9315 && 340686.2365 && 340685.4685,3832781.86 && 3832782.01 && 3832782.245 && 3832782.57,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,SF-BE-r1-p1465 && SF-BE-r1-p1466 && SF-BE-r1-p1467 && SF-BE-r1-p1468,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1465 && BMS.SF-BE-r1-p1467 && PAN.SF-BE-r1-p1467 && LEF.SF-BE-r1-p1467,ANTHESIS && MATURITY
29 && 30 && 31 && 32,32,PI_562991,128,115,136,1.27,,0.99,,,,39.78,0.61,13.27,65.66,1.38,11.05,19.28,91.24,1.03,4.26,34.93,80.16,61.43,58.27,20.24,81.62,0.46,71.66,12.16,35.52,28.29,0.99519,0.039771,0.029364,0.28617,0.53073,,61.3988,62.1929,126.333333333,8.65383665716,,,340689.0755 && 340688.452 && 340687.7575 && 340686.9915,3832786.17 && 3832786.32 && 3832786.555 && 3832786.88,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p1513 && SF-BE-r1-p1514 && SF-BE-r1-p1515 && SF-BE-r1-p1516,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1513 && BMS.SF-BE-r1-p1515 && PAN.SF-BE-r1-p1515 && LEF.SF-BE-r1-p1515,ANTHESIS && MATURITY
33 && 34 && 35 && 36,1,CHECK,237,214,244,1.12,0.87,0.81,45,39,42,47.71,0.77,6.35,75.67,3.52,3.47,20.1,92.99,0.98,7.54,20.53,71.72,51.88,43.16,14.3,-25.88,0.15,58.76,7.17,40.17,29.33,0.63519,,0.036615,0.4498,0.78535,19.0382,64.8734,,231.666666667,12.8149218578,42.0,2.44948974278,340639.192 && 340638.5015 && 340637.4085 && 340636.718,3832653.775 && 3832654.005 && 3832654.365 && 3832654.59,,,,,SF-BE-r1-p0029 && SF-BE-r1-p0030 && SF-BE-r1-p0031 && SF-BE-r1-p0032,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0029 && BMS.SF-BE-r1-p0031 && PAN.SF-BE-r1-p0031 && LEF.SF-BE-r1-p0031,ANTHESIS && MATURITY
33 && 34 && 35 && 36,2,PI_585577,162,128,144,1.87,,1.52,,,,36.9,0.66,10.71,59.9,5.55,9.84,20.82,93.05,0.95,4.81,30.33,69.03,59.16,56.1,23.12,88.94,1.21,61.66,14.65,32.09,24.98,0.093164,,0.079316,0.18451,0.36953,4.4622,46.5441,,144.666666667,13.8884444373,,,340640.7105 && 340640.0215 && 340638.9215 && 340638.2325,3832658.075 && 3832658.31 && 3832658.65 && 3832658.88,PHOTOPERIOD_SENSITIVE,Cellulosic,Burundi,Durra-caudatum,SF-BE-r1-p0077 && SF-BE-r1-p0078 && SF-BE-r1-p0079 && SF-BE-r1-p0080,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0077 && BMS.SF-BE-r1-p0079 && PAN.SF-BE-r1-p0079 && LEF.SF-BE-r1-p0079,ANTHESIS && MATURITY
33 && 34 && 35 && 36,3,PI_330184,146,150,151,1.46,,1.18,,,,38.75,0.58,9.32,67.67,3.82,5.8,30.99,91.15,1.02,5.31,28.69,87.44,58.01,51.37,20.25,16.57,-0.46,72.08,7.92,33.44,31.48,0.26483,,0.088285,0.2547,0.23767,3.6219,32.7508,,149.0,2.16024689947,,,340642.245 && 340641.5555 && 340640.4245 && 340639.735,3832662.425 && 3832662.655 && 3832662.905 && 3832663.135,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0125 && SF-BE-r1-p0126 && SF-BE-r1-p0127 && SF-BE-r1-p0128,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0125 && BMS.SF-BE-r1-p0127 && PAN.SF-BE-r1-p0127 && LEF.SF-BE-r1-p0127,ANTHESIS && MATURITY
33 && 34 && 35 && 36,4,PI_329310,228,222,225,2.15,,1.82,,,,35.88,0.55,6.19,59.34,3.21,4.78,16.63,93.53,0.91,5.54,31.16,66,61.42,57.73,34.32,40.81,0.39,60.2,24.8,30.34,25.32,0.068028,,0.068997,0.23808,0.43057,8.3628,72.765,,225.0,2.44948974278,,,340643.7575 && 340643.063 && 340641.929 && 340641.234,3832666.67 && 3832666.905 && 3832667.16 && 3832667.395,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p0173 && SF-BE-r1-p0174 && SF-BE-r1-p0175 && SF-BE-r1-p0176,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0173 && BMS.SF-BE-r1-p0175 && PAN.SF-BE-r1-p0175 && LEF.SF-BE-r1-p0175,ANTHESIS && MATURITY
33 && 34 && 35 && 36,5,PI_330833,147,193,197,1.40,,1.22,,,,35.22,0.57,10.13,61.23,3.02,8.63,23.96,92.33,0.91,5.44,32.82,68.71,60.71,57.56,24.73,72.62,0.83,64.91,15.51,29.78,27.73,0.26679,,0.085644,0.33278,0.32297,6.4644,41.6756,,179.0,22.6862660362,,,340645.282 && 340644.588 && 340643.4755 && 340642.7815,3832670.985 && 3832671.22 && 3832671.545 && 3832671.78,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0221 && SF-BE-r1-p0222 && SF-BE-r1-p0223 && SF-BE-r1-p0224,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0221 && BMS.SF-BE-r1-p0223 && PAN.SF-BE-r1-p0223 && LEF.SF-BE-r1-p0223,ANTHESIS && MATURITY
33 && 34 && 35 && 36,6,PI_569435,150,131,132,2.15,,1.84,,,,37.24,0.66,12.65,59.46,2.96,11.24,6.37,92.29,0.97,4.78,35.59,68.06,61.34,60.64,23.23,119.93,1.33,64.94,17.82,32.46,24.51,0.67994,,0.099223,0.29811,0.38027,9.931,68.2445,,137.666666667,8.73053390247,,,340646.8015 && 340646.1065 && 340644.9635 && 340644.269,3832675.285 && 3832675.52 && 3832675.76 && 3832675.995,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0269 && SF-BE-r1-p0270 && SF-BE-r1-p0271 && SF-BE-r1-p0272,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0269 && BMS.SF-BE-r1-p0271 && PAN.SF-BE-r1-p0271 && LEF.SF-BE-r1-p0271,ANTHESIS && MATURITY
33 && 34 && 35 && 36,7,PI_585448,129,154,143,1.26,,1.09,,,,36.5,0.65,9.47,57.97,4.38,8.53,18.18,92.1,0.94,5.08,32.14,66.61,60.12,57.26,25.53,73.78,1.03,61.96,18.69,31.42,25.03,0.34996,,0.095023,0.4855,0.4815,13.3945,70.8044,,142.0,10.2306728355,,,340648.3355 && 340647.64 && 340646.479 && 340645.784,3832679.625 && 3832679.86 && 3832680.05 && 3832680.285,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,SF-BE-r1-p0317 && SF-BE-r1-p0318 && SF-BE-r1-p0319 && SF-BE-r1-p0320,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0317 && BMS.SF-BE-r1-p0319 && PAN.SF-BE-r1-p0319 && LEF.SF-BE-r1-p0319,ANTHESIS && MATURITY
33 && 34 && 35 && 36,8,PI_152728,124,113,113,1.13,,0.80,,,,37.37,0.66,9.15,60.47,4.04,11.06,22.06,92.33,0.91,6.05,29.78,69.35,58.69,55.21,26.56,91.63,0.58,58.95,14.12,31.32,28.37,0.061567,,0.088552,0.35419,0.28229,10.0848,61.2812,,116.666666667,5.1854497287,,,340649.9045 && 340649.209 && 340648.032 && 340647.336,3832684.07 && 3832684.305 && 3832684.45 && 3832684.68,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Durra,SF-BE-r1-p0365 && SF-BE-r1-p0366 && SF-BE-r1-p0367 && SF-BE-r1-p0368,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0365 && BMS.SF-BE-r1-p0367 && PAN.SF-BE-r1-p0367 && LEF.SF-BE-r1-p0367,ANTHESIS && MATURITY
33 && 34 && 35 && 36,9,PI_570087,140,124,138,0.96,,0.80,,,,35.81,0.51,8.82,62.31,3.34,8.36,27.79,91.46,0.92,4.76,32.54,70.63,61.28,56.58,24.5,73.9,0.41,66.54,15.26,31.05,28.59,0.81605,,0.091855,0.4869,0.35628,11.0304,79.8696,,134.0,7.11805216802,,,340651.4095 && 340650.713 && 340649.5425 && 340648.8455,3832688.335 && 3832688.565 && 3832688.725 && 3832688.955,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0413 && SF-BE-r1-p0414 && SF-BE-r1-p0415 && SF-BE-r1-p0416,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0413 && BMS.SF-BE-r1-p0415 && PAN.SF-BE-r1-p0415 && LEF.SF-BE-r1-p0415,ANTHESIS && MATURITY
33 && 34 && 35 && 36,10,PI_329585,146,148,160,1.40,,1.19,,,,36.68,0.62,7.45,62.73,4.06,7.48,15.73,93.26,0.89,5.5,30.97,66.79,60.02,56.61,30.04,70.22,0.85,59.8,19.05,31.18,27.88,0.29967,,0.073811,0.29034,0.25338,6.6655,50.4232,,151.333333333,6.18241233033,,,340652.918 && 340652.222 && 340651.0695 && 340650.373,3832692.605 && 3832692.835 && 3832693.05 && 3832693.28,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0461 && SF-BE-r1-p0462 && SF-BE-r1-p0463 && SF-BE-r1-p0464,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0461 && BMS.SF-BE-r1-p0463 && PAN.SF-BE-r1-p0463 && LEF.SF-BE-r1-p0463,ANTHESIS && MATURITY
33 && 34 && 35 && 36,11,PI_569453,173,168,165,1.60,,1.35,,,,39.06,0.61,9.84,66.63,3.48,7.14,19.76,91.53,1,4.91,30.82,72.83,59.56,55.09,21.54,43.09,0.21,66.71,14.93,34.15,30.05,0.23878,,0.073668,0.40147,0.4466,14.3386,83.5598,,168.666666667,3.29983164554,,,340654.438 && 340653.7425 && 340652.585 && 340651.89,3832696.905 && 3832697.14 && 3832697.345 && 3832697.58,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0509 && SF-BE-r1-p0510 && SF-BE-r1-p0511 && SF-BE-r1-p0512,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0509 && BMS.SF-BE-r1-p0511 && PAN.SF-BE-r1-p0511 && LEF.SF-BE-r1-p0511,ANTHESIS && MATURITY
33 && 34 && 35 && 36,12,PI_157035,252,286,283,1.35,,1.12,,,,38.08,0.6,7.45,65.5,3.05,5.2,22.93,91.41,0.96,6.25,29.38,74.68,58.38,52.62,24.8,25.98,0.01,65.72,15.19,31.83,29.84,0.29038,,0.086348,0.16589,0.39544,9.2312,80.2052,,273.666666667,15.3695225112,,,340655.9845 && 340655.289 && 340654.111 && 340653.415,3832701.28 && 3832701.515 && 3832701.665 && 3832701.9,PHOTOPERIOD_SENSITIVE,Sweet,Kenya,,SF-BE-r1-p0557 && SF-BE-r1-p0558 && SF-BE-r1-p0559 && SF-BE-r1-p0560,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0557 && BMS.SF-BE-r1-p0559 && PAN.SF-BE-r1-p0559 && LEF.SF-BE-r1-p0559,ANTHESIS && MATURITY
33 && 34 && 35 && 36,13,PI_569097,263,255,284,1.09,1.07,0.93,15,12,12,35.8,0.45,6.23,59.74,2.24,5.42,19.51,92.15,0.83,5.55,32.67,66.72,62.43,58.25,32.56,56.19,0.59,62.41,21.1,30.25,25.59,0.48199,,0.084326,0.28774,0.5886,12.681,76.7188,,267.333333333,12.2292908852,13.0,1.41421356237,340657.4885 && 340656.793 && 340655.607 && 340654.9115,3832705.54 && 3832705.775 && 3832705.9 && 3832706.135,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Durra,SF-BE-r1-p0605 && SF-BE-r1-p0606 && SF-BE-r1-p0607 && SF-BE-r1-p0608,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0605 && BMS.SF-BE-r1-p0607 && PAN.SF-BE-r1-p0607 && LEF.SF-BE-r1-p0607,ANTHESIS && MATURITY
33 && 34 && 35 && 36,14,PI_329570,149,146,145,1.55,,1.33,,,,35.8,0.53,11.06,62.44,2.41,10.16,24.02,91.57,0.92,4.97,34.05,72.1,61.61,58.69,25.21,91.96,0.51,66.38,13.35,30.83,28.62,0.36696,,0.090127,0.12784,0.17083,1.5887,53.6691,,146.666666667,1.6996731712,,,340658.932 && 340658.238 && 340656.8935 && 340656.1995,3832709.62 && 3832709.86 && 3832709.54 && 3832709.78,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0653 && SF-BE-r1-p0654 && SF-BE-r1-p0655 && SF-BE-r1-p0656,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0653 && BMS.SF-BE-r1-p0655 && PAN.SF-BE-r1-p0655 && LEF.SF-BE-r1-p0655,ANTHESIS && MATURITY
33 && 34 && 35 && 36,15,PI_329471,162,168,176,2.32,,1.99,,,,39.2,0.75,13.06,63.26,1.08,9.33,-5.19,91.98,1.01,4.7,36.51,73.2,62.59,62.52,22.8,60.96,1.18,69.62,18.62,34.5,26.33,0.4768,,0.07124,0.19727,0.40982,6.9865,36.5445,,168.666666667,5.73488351136,,,340660.4705 && 340659.776 && 340658.5165 && 340657.822,3832713.98 && 3832714.22 && 3832714.145 && 3832714.385,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p0701 && SF-BE-r1-p0702 && SF-BE-r1-p0703 && SF-BE-r1-p0704,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0701 && BMS.SF-BE-r1-p0703 && PAN.SF-BE-r1-p0703 && LEF.SF-BE-r1-p0703,ANTHESIS && MATURITY
33 && 34 && 35 && 36,16,CHECK,214,219,170,0.78,0.56,0.52,42,32,44,46.14,0.73,6.07,74.41,3.15,3.51,22.17,93.48,0.96,7.34,22.05,63.57,52.8,45.12,16.81,-7.96,0.09,56.37,9.66,38.8,29.71,0.47205,,0.067155,0.25283,0.57106,13.4797,59.1398,,201.0,22.0151463013,39.3333333333,5.24933858267,340662.002 && 340661.306 && 340660.1395 && 340659.444,3832718.315 && 3832718.55 && 3832718.74 && 3832718.975,,,,,SF-BE-r1-p0749 && SF-BE-r1-p0750 && SF-BE-r1-p0751 && SF-BE-r1-p0752,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0749 && BMS.SF-BE-r1-p0751 && PAN.SF-BE-r1-p0751 && LEF.SF-BE-r1-p0751,ANTHESIS && MATURITY
33 && 34 && 35 && 36,17,PI_157033,133,143,149,1.00,,0.79,,,,36.74,0.62,9.58,61.84,2.1,6.68,17.87,92.5,0.89,6.86,30.64,69.51,58.81,54.51,26.07,46.02,0.76,65.55,17.75,29.88,26.23,0.49613,,0.07762,0.37868,0.45561,13.3708,74.5354,,141.666666667,6.59966329107,,,340663.5285 && 340662.832 && 340661.701 && 340661.004,3832722.635 && 3832722.87 && 3832723.16 && 3832723.39,PHOTOPERIOD_SENSITIVE,Sweet,Kenya,Caudatum,SF-BE-r1-p0797 && SF-BE-r1-p0798 && SF-BE-r1-p0799 && SF-BE-r1-p0800,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0797 && BMS.SF-BE-r1-p0799 && PAN.SF-BE-r1-p0799 && LEF.SF-BE-r1-p0799,ANTHESIS && MATURITY
33 && 34 && 35 && 36,18,PI_297130,184,195,189,1.78,,1.52,,,,38.57,0.67,10.13,63.1,2.25,7.16,13.91,92.47,0.92,7.11,29.9,68.89,57.74,53.82,24.32,51.47,0.78,64.65,17.11,31.46,25.74,0.25042,,0.090905,0.32839,0.41607,10.113,58.7735,,189.333333333,4.49691252108,,,340665.0385 && 340664.3415 && 340663.2305 && 340662.534,3832726.91 && 3832727.145 && 3832727.495 && 3832727.73,PHOTOPERIOD_SENSITIVE,Sweet,Uganda,Caudatum,SF-BE-r1-p0845 && SF-BE-r1-p0846 && SF-BE-r1-p0847 && SF-BE-r1-p0848,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0845 && BMS.SF-BE-r1-p0847 && PAN.SF-BE-r1-p0847 && LEF.SF-BE-r1-p0847,ANTHESIS && MATURITY
33 && 34 && 35 && 36,19,PI_562997,91,82,86,0.58,,0.47,,,,43.35,0.76,16.45,67.6,0.87,12.93,1,91.17,1.11,4.64,35.56,82.07,61.19,59.42,15.55,84.52,0.87,72.8,9.67,38.71,26.53,0.26069,,0.06702,0.20615,0.12917,1.4313,18.4543,,86.3333333333,3.68178700573,,,340666.547 && 340665.8505 && 340664.7135 && 340664.017,3832731.18 && 3832731.415 && 3832731.69 && 3832731.925,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea-caudatum,SF-BE-r1-p0893 && SF-BE-r1-p0894 && SF-BE-r1-p0895 && SF-BE-r1-p0896,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0893 && BMS.SF-BE-r1-p0895 && PAN.SF-BE-r1-p0895 && LEF.SF-BE-r1-p0895,ANTHESIS && MATURITY
33 && 34 && 35 && 36,20,PI_570371,88,80,96,0.63,,0.50,,,,38.47,0.66,11.78,65.01,3.13,8.89,21.15,91.58,0.99,5.37,31.69,74.98,59.61,55.72,20.03,51.91,0.54,68.52,14.04,33.1,28.06,0.23666,,0.086719,0.35897,0.25752,3.7395,53.5244,,88.0,6.53197264742,,,340668.1095 && 340667.413 && 340666.274 && 340665.577,3832735.605 && 3832735.84 && 3832736.115 && 3832736.35,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r1-p0941 && SF-BE-r1-p0942 && SF-BE-r1-p0943 && SF-BE-r1-p0944,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p0941 && BMS.SF-BE-r1-p0943 && PAN.SF-BE-r1-p0943 && LEF.SF-BE-r1-p0943,ANTHESIS && MATURITY
33 && 34 && 35 && 36,22,PI_329864,224,199,188,0.93,0.87,0.74,29,25,26,37.18,0.54,7.77,63.06,2.56,6.27,20.68,92.83,0.83,6.17,29.98,64.57,59.34,55.27,27.01,58.81,0.92,60.52,16.82,31.01,27.61,0.49768,,0.07073,0.33832,0.35496,6.2289,48.7698,,203.666666667,15.0628313703,26.6666666667,1.6996731712,340671.174 && 340670.476 && 340669.2955 && 340668.5975,3832744.275 && 3832744.51 && 3832744.67 && 3832744.9,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,SF-BE-r1-p1037 && SF-BE-r1-p1038 && SF-BE-r1-p1039 && SF-BE-r1-p1040,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1037 && BMS.SF-BE-r1-p1039 && PAN.SF-BE-r1-p1039 && LEF.SF-BE-r1-p1039,ANTHESIS && MATURITY
33 && 34 && 35 && 36,23,PI_152591,93,109,119,0.81,,0.64,,,,40.87,0.66,12.3,67.51,2.89,8.92,12.87,92.41,0.99,6.48,29.06,74.63,57.15,52.86,18.74,70.44,0.69,66.26,11.76,34.39,28.88,0.63573,,0.086735,0.2412,0.22997,2.8537,59.8286,,107.0,10.7082522695,,,340672.6985 && 340672.001 && 340670.78 && 340670.0825,3832748.595 && 3832748.825 && 3832748.87 && 3832749.105,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,SF-BE-r1-p1085 && SF-BE-r1-p1086 && SF-BE-r1-p1087 && SF-BE-r1-p1088,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1085 && BMS.SF-BE-r1-p1087 && PAN.SF-BE-r1-p1087 && LEF.SF-BE-r1-p1087,ANTHESIS && MATURITY
33 && 34 && 35 && 36,24,PI_167093,206,215,220,0.89,0.85,0.76,17,17,19,33.3,0.56,8.4,59.23,2.76,7.64,22.86,91.4,0.86,6.72,32.58,68.26,60.42,57.37,29.37,73.74,0.61,64.32,19.77,26.58,27.7,0.43942,,0.099673,0.35271,0.33414,11.9253,56.4933,,213.666666667,5.79271573233,17.6666666667,0.942809041582,340674.235 && 340673.537 && 340672.339 && 340671.641,3832752.945 && 3832753.175 && 3832753.29 && 3832753.525,PHOTOPERIOD_INSENSITIVE,Sweet,Egypt,Durra,SF-BE-r1-p1133 && SF-BE-r1-p1134 && SF-BE-r1-p1135 && SF-BE-r1-p1136,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1133 && BMS.SF-BE-r1-p1135 && PAN.SF-BE-r1-p1135 && LEF.SF-BE-r1-p1135,ANTHESIS && MATURITY
33 && 34 && 35 && 36,25,PI_563020,141,123,88,0.61,,0.54,,,,34.77,0.54,11.11,60.83,4.22,10.08,28.74,92.05,0.92,5.77,31.27,66.35,59.57,56.96,25.63,104.97,0.62,61.53,14.1,29,28.26,0.33517,,0.082764,0.29466,0.60705,9.2277,70.0859,,117.333333333,22.0050499255,,,340675.76 && 340675.062 && 340673.909 && 340673.2105,3832757.26 && 3832757.495 && 3832757.735 && 3832757.965,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r1-p1181 && SF-BE-r1-p1182 && SF-BE-r1-p1183 && SF-BE-r1-p1184,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1181 && BMS.SF-BE-r1-p1183 && PAN.SF-BE-r1-p1183 && LEF.SF-BE-r1-p1183,ANTHESIS && MATURITY
33 && 34 && 35 && 36,26,CHECK,208,200,194,1.11,0.87,0.82,41,40,44,43.81,0.73,7.63,71.74,3.48,5.12,27.31,92.84,0.95,6.67,24.38,69.32,54.6,47.52,16.61,-1.64,0.3,60.73,9.04,37.14,29.09,0.22859,,0.055955,0.26554,0.49805,8.3828,55.7751,,200.666666667,5.73488351136,41.6666666667,1.6996731712,340677.2845 && 340676.587 && 340675.4445 && 340674.7465,3832761.575 && 3832761.81 && 3832762.085 && 3832762.32,,,,,SF-BE-r1-p1229 && SF-BE-r1-p1230 && SF-BE-r1-p1231 && SF-BE-r1-p1232,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1229 && BMS.SF-BE-r1-p1231 && PAN.SF-BE-r1-p1231 && LEF.SF-BE-r1-p1231,ANTHESIS && MATURITY
33 && 34 && 35 && 36,27,PI_330168,167,153,132,1.63,,1.30,,,,46.75,0.76,10.4,72.9,-0.57,6.34,-3.75,93.22,0.89,2.91,34.98,69.59,63.13,60.43,14.7,0.3,1.43,66.18,12.71,43.84,27.53,0.66667,,0.07122,0.27855,0.28595,3.8783,36.7241,,150.666666667,14.3836326736,,,340678.814 && 340678.116 && 340676.981 && 340676.283,3832765.905 && 3832766.14 && 3832766.44 && 3832766.67,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r1-p1277 && SF-BE-r1-p1278 && SF-BE-r1-p1279 && SF-BE-r1-p1280,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r1-p1277 && BMS.SF-BE-r1-p1279 && PAN.SF-BE-r1-p1279 && LEF.SF-BE-r1-p1279,ANTHESIS && MATURITY
