2016,dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
output_label,random_forest_0,random_forest_1,random_forest_10,random_forest_11,random_forest_12,random_forest_13,random_forest_14,random_forest_15,random_forest_16,random_forest_17,random_forest_18,random_forest_19,random_forest_2,random_forest_20,random_forest_21,random_forest_22,random_forest_23,random_forest_24,random_forest_25,random_forest_26,random_forest_27,random_forest_28,random_forest_29,random_forest_3,random_forest_30,random_forest_31,random_forest_32,random_forest_33,random_forest_34,random_forest_35,random_forest_36,random_forest_37,random_forest_38,random_forest_39,random_forest_4,random_forest_40,random_forest_41,random_forest_42,random_forest_43,random_forest_44,random_forest_45,random_forest_46,random_forest_47,random_forest_48,random_forest_49,random_forest_5,random_forest_50,random_forest_51,random_forest_52,random_forest_53,random_forest_54,random_forest_55,random_forest_56,random_forest_57,random_forest_58,random_forest_59,random_forest_6,random_forest_60,random_forest_61,random_forest_62,random_forest_63,random_forest_64,random_forest_65,random_forest_66,random_forest_67,random_forest_68,random_forest_69,random_forest_7,random_forest_70,random_forest_71,random_forest_72,random_forest_73,random_forest_74,random_forest_75,random_forest_76,random_forest_77,random_forest_78,random_forest_79,random_forest_8,random_forest_80,random_forest_81,random_forest_82,random_forest_83,random_forest_84,random_forest_85,random_forest_86,random_forest_87,random_forest_88,random_forest_89,random_forest_9,random_forest_90,random_forest_91,random_forest_92,random_forest_93,random_forest_94,random_forest_95,random_forest_96,random_forest_97,random_forest_98,random_forest_99
Crude_protein,0.6754444229,0.6696008632,0.6744525807,0.6771781848,0.675996021,0.674808913,0.6772845043,0.6763465324,0.6764457739,0.6698523138,0.6785914743,0.6704879243,0.6764127914,0.6750283986,0.6731204728,0.6749396062,0.6725627723,0.6717856245,0.6654661993,0.6755151581,0.6767573554,0.6754200123,0.6663116539,0.6813165276,0.667610795,0.6694487534,0.673276068,0.6716772342,0.673819163,0.6802172979,0.6705464247,0.6710085186,0.6753695787,0.6739154745,0.680871419,0.6780478433,0.6722629254,0.6728687163,0.6737390055,0.6721469292,0.6748011342,0.6770165102,0.6738361266,0.6739292537,0.6667825734,0.6791745767,0.672934116,0.6704902546,0.6802244914,0.6796408634,0.6760021259,0.6762150538,0.6741648983,0.6736525827,0.669685482,0.6712066258,0.6739309108,0.6788836306,0.6763169842,0.6776247577,0.6799632286,0.6732964141,0.673022831,0.6752205593,0.6688369752,0.6797119021,0.6738428691,0.6780115569,0.6796974587,0.6716717537,0.6765635453,0.674962122,0.6731919465,0.678526154,0.6780519081,0.6747624207,0.674140076,0.6742574977,0.678383578,0.6774910004,0.6743173829,0.6810356265,0.6726298835,0.6787777495,0.6785680821,0.6716912993,0.6781070122,0.6789815142,0.6738859627,0.6765615754,0.6714435787,0.6705553185,0.6672864191,0.6752338126,0.6745913611,0.6783966835,0.6733882629,0.6703889376,0.6745847366,0.670251279
DCAD,0.143678809,0.1217242777,0.119411667,0.1148189875,0.1238057093,0.1198871388,0.1314885807,0.1362705911,0.1256737326,0.1171701781,0.1119208949,0.1130953452,0.133305214,0.1107560369,0.1336931768,0.1244680339,0.1285748561,0.1233158624,0.1285718885,0.1268104037,0.1315851377,0.1262829478,0.1182383862,0.1331330162,0.1315286886,0.1306080849,0.1185866851,0.121314901,0.1229546598,0.1261860332,0.1211866919,0.1171233129,0.128793253,0.1277439297,0.1352415816,0.1349617362,0.1258110267,0.1219771705,0.1125747632,0.1108653237,0.12376989,0.1297032805,0.1045010328,0.143118215,0.1171273379,0.1118094076,0.1125034008,0.1250656742,0.1323490052,0.1448328339,0.1189587682,0.1226929345,0.1057955753,0.1345930992,0.125650157,0.1194543848,0.1342366518,0.1259803948,0.127690358,0.1340324554,0.1249729478,0.1204372039,0.1387060482,0.1401826223,0.1329070548,0.1281994778,0.1284792761,0.1336797087,0.1301936039,0.1272310735,0.1353095406,0.1308025255,0.1091718479,0.1114260972,0.1229774204,0.1286342766,0.1328774871,0.118308719,0.1222300059,0.1207591968,0.1318099456,0.1188783795,0.1207714215,0.1166010545,0.1172797006,0.1303844998,0.1206410203,0.1300491878,0.1380404764,0.1267389551,0.1383276065,0.1220535363,0.123890778,0.130639342,0.1270764491,0.1236121131,0.1187245102,0.1324081734,0.1309046238,0.1230957987
Dry_Matter,0.2219000164,0.2225325792,0.226042159,0.2164559512,0.2333044851,0.2214034317,0.234020221,0.2256680365,0.2371505322,0.2271899016,0.225109902,0.2286799772,0.2125540338,0.2161386558,0.2295798798,0.2218792282,0.2307652203,0.2201001208,0.2255902327,0.218670722,0.2273034434,0.2147177359,0.2210521733,0.2298651189,0.2274086308,0.2278814648,0.2344862061,0.2155565482,0.2193391855,0.2160276084,0.2247876511,0.2251879698,0.22053059,0.2255229158,0.2208551734,0.2255858152,0.2216474228,0.224059406,0.2222445694,0.2172363713,0.2141136834,0.2323568934,0.2419465319,0.228801508,0.2232751455,0.2172641368,0.2302529477,0.2183122959,0.2337729248,0.2220549325,0.2256425112,0.2254328648,0.2238891559,0.2217158732,0.2268993334,0.2265052915,0.2221312265,0.2326150941,0.2259376407,0.2401086743,0.2224740142,0.2252960389,0.2389890849,0.2285683934,0.2204487413,0.2353724101,0.2185541393,0.2160761697,0.233048076,0.2241813432,0.2316119784,0.2182433315,0.2244381734,0.2342310508,0.233244188,0.2268940402,0.2139525209,0.2281375291,0.2165045884,0.2259503371,0.2208442535,0.2295279873,0.2280368045,0.2292056611,0.2289396115,0.2250523541,0.2280413785,0.2273207856,0.2208219917,0.2293610654,0.2216453245,0.2275621984,0.228517058,0.2225846867,0.231425782,0.2302134693,0.2282591979,0.2171130113,0.228019848,0.2176576801
EE_Fat,0.5768326338,0.5775638726,0.5830554658,0.5743171713,0.576540516,0.5730520966,0.5722300014,0.580511202,0.5749077269,0.5776738548,0.5823284256,0.5687173183,0.5764005167,0.5672309071,0.5732179803,0.570825173,0.5765068205,0.5734518225,0.576013443,0.5689235884,0.5771711412,0.5776152065,0.5798191374,0.5756184976,0.581132884,0.5779655989,0.5757042959,0.5729606353,0.576583478,0.5724382757,0.5836749209,0.5724260071,0.5702187821,0.5788234735,0.5751197445,0.5756090592,0.573599145,0.5818662331,0.5741810341,0.5709342479,0.576751297,0.5754986762,0.5750741317,0.5765446567,0.5715921131,0.5713167819,0.5709867586,0.5775402633,0.5821202393,0.575227339,0.5752357986,0.5751413569,0.5671620806,0.579153971,0.5743515358,0.5719862891,0.581745897,0.5719188116,0.5763919972,0.5743758458,0.5736860892,0.5725912212,0.5688344858,0.580315061,0.5745034608,0.5776801443,0.5749626759,0.5692434102,0.5754772995,0.570402816,0.5712130193,0.5719345589,0.5771880279,0.5689059121,0.5691164589,0.5732927847,0.5717001497,0.5700098394,0.572323457,0.5757522075,0.5675208786,0.5826187607,0.5767084143,0.5742029682,0.5764273143,0.5759603548,0.5772564566,0.5787178523,0.579126742,0.5764906508,0.5688573582,0.5767125715,0.5819046163,0.5710338698,0.5738142648,0.5745077501,0.5784581498,0.5760867801,0.5771324375,0.5710929832
Hemicellulose,0.2802226548,0.3020457674,0.2937621515,0.2981924784,0.2765948268,0.2867819537,0.2882660847,0.2987391137,0.2887504925,0.2890633238,0.296433539,0.2859007877,0.2935302263,0.2851445667,0.2921833604,0.2933125385,0.2878553975,0.2893348642,0.2870707679,0.2956119403,0.2996717653,0.2826084691,0.2915753394,0.2911975757,0.2851598495,0.2946628501,0.2855521387,0.2878293196,0.2929319191,0.2890630242,0.2920024501,0.2788882861,0.28881269,0.3022786895,0.2853984913,0.298551238,0.2914762282,0.2868131622,0.2881848386,0.3005108478,0.2819550035,0.2992619593,0.2999264878,0.2920475681,0.2928622893,0.2838900631,0.2931842282,0.2869408808,0.297684425,0.297001819,0.2988963065,0.2834467325,0.2829198894,0.2901840127,0.2833242755,0.2952225592,0.2938075481,0.2914934763,0.298579842,0.3025405879,0.2855885299,0.2887643785,0.2977148887,0.2908222976,0.2939795247,0.3043467298,0.2946920548,0.2904531201,0.2939890381,0.2889361396,0.295285453,0.2845392551,0.2885882863,0.3028836542,0.2945402707,0.2855051709,0.2826493371,0.2950585186,0.2875154371,0.2782643417,0.2912441846,0.292294203,0.2939904127,0.2955218595,0.2972938309,0.2903686331,0.2965437228,0.2885868021,0.2932830304,0.2916173054,0.2941651577,0.2939146063,0.2804289138,0.2902583201,0.2876545638,0.2913115917,0.2882990354,0.2835394456,0.2982645518,0.2920215765
Lignin,0.4495631668,0.4392487197,0.4423403143,0.4471944654,0.4451820745,0.4458456268,0.4436484211,0.4553445477,0.4489483582,0.4335881376,0.4432597811,0.4344452477,0.4458306638,0.4364282276,0.4462764562,0.4429674501,0.4451573053,0.4507122251,0.4496994436,0.4390302595,0.4544347681,0.4487037431,0.4434864817,0.4596936208,0.4477490729,0.4373721992,0.448179706,0.4458294644,0.433873437,0.4387615701,0.4427802626,0.443689616,0.4460824932,0.4489827597,0.441967998,0.4413354452,0.4439591193,0.4489630522,0.4499426097,0.4449039334,0.4494368431,0.4418736608,0.4490993381,0.4465210835,0.4376908668,0.4515878629,0.4437490444,0.4497964371,0.4441893701,0.4468038905,0.4495542758,0.442192161,0.4444947088,0.4536160253,0.4521697614,0.4549709856,0.4480596742,0.4502258454,0.4545215448,0.4440242247,0.4507010298,0.4479977801,0.4439069369,0.4491332209,0.4473871728,0.4496057102,0.4488633895,0.4436590964,0.4447270075,0.4454816153,0.4510471309,0.4579480366,0.4486945488,0.4432608359,0.451188917,0.4514897725,0.4403211587,0.4510541812,0.4484928898,0.448432408,0.4418653824,0.4465630021,0.4458372777,0.448723335,0.4537489172,0.436403712,0.4545536881,0.449051742,0.452519805,0.4441074112,0.4392354593,0.4479202864,0.4419054558,0.4368094942,0.4512575963,0.4350850311,0.4485963736,0.4415724249,0.4501097722,0.4431394931
NEG_OARDC,0.494375993,0.508409453,0.4910833,0.4894583881,0.4964844974,0.4910055746,0.502532641,0.4888549557,0.5084645765,0.4963867975,0.5006929343,0.4940956522,0.4961058,0.4904885771,0.4990817233,0.4973320378,0.4960776656,0.4966049528,0.494378062,0.4992331511,0.4954039277,0.5049692154,0.492465152,0.4956874422,0.4996803444,0.4897425518,0.4981272601,0.4958759186,0.4896559412,0.5044072712,0.4890688737,0.4870572977,0.4911455737,0.5013840898,0.4995147651,0.4980386916,0.5023007415,0.492373598,0.4864875194,0.4997345584,0.4988472316,0.5058140256,0.4989828126,0.494927119,0.4972681043,0.4968128594,0.4930232307,0.4977974805,0.5048774177,0.4974738403,0.5073595935,0.5025258292,0.4932854778,0.5011633953,0.5021116844,0.4966155369,0.50154289,0.5029737138,0.4992843856,0.5039653864,0.5053703716,0.5015319922,0.4948352487,0.5048157505,0.4970824768,0.5001691188,0.4884278168,0.4944646336,0.4950885714,0.4943646947,0.4990647935,0.497876775,0.5078677847,0.4976941069,0.4999905359,0.4901066688,0.4964313774,0.493483472,0.5007878223,0.4962481627,0.4985056125,0.4961773952,0.4908594981,0.4997133737,0.499180141,0.4855024506,0.4974398471,0.4986842655,0.4969614121,0.499590065,0.4947730574,0.4933498358,0.4937117752,0.4942674301,0.4993234577,0.4910080656,0.496301579,0.4959609608,0.4983181002,0.5028680019
NEL3x_ADF,0.1988404671,0.2074852863,0.1972085364,0.2019529168,0.1993815047,0.1848097135,0.2166511957,0.2097918398,0.2011688937,0.2020114603,0.199459962,0.1954360605,0.2043111996,0.2001064267,0.1973108988,0.2017145674,0.2049762463,0.2078710743,0.2026880668,0.188324341,0.2104028578,0.1934986721,0.1992657355,0.1970051337,0.2033661434,0.1997986991,0.1862365123,0.2098468635,0.1941209783,0.1882588822,0.2075077271,0.1941096638,0.1936016206,0.2068481197,0.195787513,0.203235642,0.1938842721,0.1987704202,0.2044765779,0.1899613264,0.2034442079,0.1906482125,0.1921315486,0.1988172462,0.1996294497,0.1875436458,0.2142666035,0.1967629756,0.2020719798,0.2017470955,0.2078938608,0.2024485189,0.2070935124,0.1976198835,0.2053641855,0.2000444599,0.1988098105,0.2108040664,0.2048309,0.2061155467,0.1903857248,0.1885874677,0.2113217332,0.198342055,0.2063893209,0.20148819,0.1986305361,0.2043555993,0.2046508066,0.2083336997,0.1963959364,0.1868834584,0.2066343761,0.2017455471,0.2112709757,0.2007052953,0.1974358999,0.2079583712,0.1888433252,0.1969960054,0.199420304,0.2114694414,0.2018517207,0.1976978903,0.2078105735,0.2057357673,0.1917947914,0.2145977194,0.207661668,0.208407368,0.208186299,0.2012408245,0.2084910936,0.2071612611,0.2028948317,0.2085207337,0.2051595681,0.2011850907,0.2011075575,0.2097492557
NEL3x_OARDC,0.4542337972,0.4663545276,0.4602106421,0.4640162973,0.4586544048,0.4545341753,0.4591095418,0.4685232069,0.4592406231,0.4603794366,0.4716101835,0.4608304002,0.4561012996,0.4524061278,0.4648822223,0.4614803454,0.4648468672,0.4647061349,0.4636317824,0.4595538836,0.4581865206,0.463348808,0.4608196728,0.4689199941,0.4706437444,0.4563030406,0.4679745128,0.4630782398,0.452851641,0.4616057767,0.4629723184,0.4503359531,0.4576717574,0.4600272505,0.4684316076,0.4575285376,0.4652821397,0.4607087763,0.4598880027,0.4629165828,0.4686610918,0.462071089,0.4611385078,0.4636989513,0.4643906494,0.4600238999,0.456233192,0.4681902947,0.4722531061,0.4634222383,0.4667850195,0.4626259278,0.4617360455,0.4731836694,0.4625561946,0.4654155242,0.4666910559,0.4570972895,0.4609278318,0.4629441818,0.4723000329,0.4670222776,0.4597346643,0.4616788074,0.4600427192,0.4661637806,0.4681785087,0.4673104907,0.4695890561,0.4618318621,0.4679632666,0.46356236,0.4617926892,0.461007222,0.4663312198,0.4603593199,0.4710620074,0.4667119755,0.4704216012,0.4640629924,0.4606048663,0.4652634395,0.4586034226,0.4714942028,0.4633157052,0.4522094682,0.4689538373,0.4695304709,0.466434353,0.4636395266,0.45719795,0.4602997894,0.4560503407,0.4536135234,0.4650434009,0.4616438788,0.4714690518,0.4565137143,0.4634359083,0.467979731
NEM_OARDC,0.4687546906,0.4879749051,0.4844236049,0.4743250699,0.4718459993,0.4647012057,0.4811094547,0.4796774722,0.4828300683,0.4766959379,0.4846615725,0.4805604189,0.4725642155,0.4735449878,0.4761436725,0.4810865151,0.4709965607,0.4838878987,0.4707378718,0.4830304295,0.4825917529,0.4899611886,0.4838081702,0.4852877517,0.4764256425,0.4704260466,0.4880541861,0.481309713,0.4748846537,0.4804809057,0.4715591769,0.4648572062,0.4786345201,0.4783315272,0.4811154604,0.4734408463,0.4785494104,0.4768111757,0.4722786716,0.4727002801,0.4911067854,0.4855244486,0.4816803646,0.4763257276,0.4757076926,0.4754061737,0.4778114594,0.4831987025,0.4849963247,0.4908591648,0.4875554772,0.4812327652,0.4756144783,0.4756218632,0.4831938953,0.4770626843,0.483964767,0.488493829,0.4802696848,0.4730282122,0.4813057153,0.4873275969,0.4846291247,0.4844587802,0.4783821432,0.4846170162,0.4791860089,0.4859021308,0.4775218326,0.4743154014,0.4809226569,0.4842817444,0.4844867201,0.4787063211,0.4788847668,0.4730301666,0.4855787293,0.4819900594,0.4811342866,0.4760256226,0.4656788094,0.4812484092,0.4780990296,0.4878176755,0.484003043,0.4608699106,0.4829841243,0.4895042712,0.4785697691,0.4814508039,0.4816336607,0.4731632377,0.4808379628,0.4840204782,0.486972425,0.466768,0.4808574917,0.4701781593,0.4794725016,0.4875657285
NFC,0.5690206728,0.5627871531,0.559963096,0.5629482226,0.5683501989,0.5620667481,0.5622903528,0.5724017324,0.5696485258,0.5709475874,0.5708632413,0.5633736652,0.5625507251,0.5566074309,0.5630886973,0.567153259,0.5639815565,0.5650239564,0.5669806318,0.5708462423,0.5646361124,0.5706472415,0.5673197745,0.5694883971,0.571647576,0.5618712689,0.5646126127,0.570510307,0.5658719443,0.5627645215,0.5634597772,0.5603076293,0.5615821786,0.5693262817,0.5632092597,0.5553319963,0.5763058812,0.5661387522,0.5699050951,0.5661156575,0.5643806534,0.5717841651,0.5649177863,0.5729134565,0.5650598194,0.5586051174,0.5667940342,0.5663149725,0.5733334424,0.5708980857,0.5639026917,0.566392328,0.5617132358,0.56071809,0.5745742508,0.5660509463,0.5716686391,0.5626345899,0.5658927381,0.5656191396,0.5660743233,0.5724507118,0.5614736219,0.570036555,0.5709169882,0.5622873587,0.5662302016,0.5670268518,0.5611674351,0.5566224592,0.5719375496,0.567062489,0.567594269,0.5604787008,0.5708685449,0.5645949721,0.5657972972,0.5717880353,0.5697982915,0.565010611,0.5617486012,0.5611900556,0.5602531869,0.562749816,0.5706889973,0.5601919404,0.5665135126,0.5661082834,0.5585853375,0.5681590812,0.5546577525,0.5689530086,0.5694479731,0.559893517,0.5709558751,0.5651503472,0.5651671791,0.5643983066,0.5679160184,0.5640892656
SPCP,0.5472571896,0.5588274682,0.5447979376,0.5523441503,0.553076412,0.5499991446,0.5510252215,0.5551959111,0.5527353616,0.5472456295,0.5521617243,0.5482880676,0.5555607453,0.5548788649,0.5487908227,0.5416521815,0.5426688809,0.5498046804,0.5456499255,0.550009588,0.5561907292,0.5493353017,0.5487656837,0.5509124301,0.5458325974,0.5532096937,0.5461004641,0.5482854065,0.5542345734,0.5566827487,0.5529175722,0.5480151105,0.5530084711,0.5513086144,0.5556667106,0.5507303086,0.5538909158,0.546664428,0.5510574292,0.5523504384,0.5457216031,0.5489722318,0.5447698943,0.5484545684,0.5460425595,0.5476828855,0.5537004658,0.5512971398,0.5534920513,0.5552214682,0.5578224027,0.5461268371,0.5467962151,0.5486951486,0.553445107,0.5528174929,0.5506532745,0.5548655123,0.5550847659,0.551577944,0.5506999316,0.5503357374,0.5594587377,0.5518123006,0.5502190864,0.5529949819,0.5474618636,0.5531797082,0.5507639806,0.5520128959,0.5482043615,0.5550225745,0.556199039,0.5590689321,0.5579495507,0.5496743163,0.5496892295,0.5541394843,0.5533562764,0.5527666995,0.5566805011,0.5512738505,0.5451898222,0.5555858758,0.5543240794,0.5499499238,0.5424257685,0.5509221239,0.5475595956,0.5474256542,0.5572509337,0.5580145947,0.5538086263,0.5473897456,0.555429379,0.5485887543,0.5406028427,0.5467564033,0.5524692673,0.5505916417
Starch,0.2150234855,0.2158667776,0.2144204161,0.2235042371,0.2254481738,0.2182042193,0.2078062642,0.2164262105,0.2206657638,0.2134242799,0.2225381397,0.2140722948,0.2055832111,0.2150269966,0.214464733,0.2061022461,0.2155358398,0.2221460655,0.2155286928,0.2101953547,0.2266585534,0.2176810087,0.2131462931,0.2201413343,0.2175640577,0.2135723344,0.2279550347,0.2055985683,0.2125722034,0.2248512711,0.2084272025,0.2169808373,0.2141321377,0.2154148871,0.2172925862,0.2053379145,0.2124915221,0.2190396264,0.2090281488,0.2206364676,0.2098246019,0.213959983,0.2117505519,0.2140214517,0.2040022097,0.2161518643,0.2116500598,0.221228776,0.2168868363,0.2122978526,0.2212500216,0.2153390475,0.2146391901,0.2101590646,0.2137455886,0.2078599096,0.2161587252,0.2160053242,0.217795849,0.2259766172,0.2109857526,0.2070246724,0.2158135205,0.2082786609,0.2163039775,0.2124276129,0.2167685515,0.2165401204,0.2124840195,0.2141308698,0.2193443903,0.2085596885,0.2175375255,0.2216924922,0.2170660257,0.2089606571,0.2191758076,0.2141711026,0.2175114905,0.2161869937,0.2210344239,0.2109936018,0.2185227181,0.2154586199,0.2188236157,0.2184706371,0.2232103555,0.2132755076,0.209860321,0.2135673588,0.2226023446,0.2118938835,0.2149471689,0.221362541,0.2194815479,0.2031342944,0.21450835,0.2033511823,0.2160777023,0.2170279569
TDN_OARDC,0.2830067692,0.2861519253,0.2829376275,0.2892667014,0.2840055821,0.2829922941,0.2889575895,0.2946417673,0.2952397647,0.2927530994,0.2811747947,0.2872169971,0.2911949125,0.2844923155,0.277330867,0.2930676296,0.2800340902,0.2751312248,0.279485761,0.2726023974,0.2859772298,0.2812655103,0.2715141702,0.2820891467,0.2873986418,0.2824964921,0.2862969086,0.2924840539,0.2750608724,0.2754583932,0.2826510026,0.2832085408,0.2848782114,0.2801813227,0.282438131,0.29137375,0.2848910912,0.2822576796,0.277463157,0.2641125798,0.2823919778,0.2911600964,0.2695698923,0.2882142456,0.2912002134,0.2819611716,0.2907026793,0.2876673424,0.2898882005,0.2875645355,0.290773261,0.2907594453,0.2842415519,0.2915465838,0.2857738981,0.2903683483,0.2862438956,0.2916981682,0.286565248,0.2905492213,0.2811327414,0.2816880713,0.2841243072,0.2807988063,0.2768039639,0.2872678326,0.2712200818,0.2883118737,0.2912728908,0.2872419821,0.2894740645,0.2841962392,0.2783370663,0.2928057854,0.2948860314,0.2805550243,0.2879491991,0.2915062305,0.2816596044,0.2827343256,0.2932758152,0.2936680028,0.2780106582,0.2888301009,0.2777480843,0.2967190675,0.2714486657,0.2988477254,0.2818268667,0.2927691769,0.2967799696,0.2809862832,0.2813837483,0.2868883938,0.2864212987,0.2852480106,0.2906661612,0.2853616149,0.289898967,0.287715661
WSC_Sugar,0.5912273994,0.5978253263,0.5958486734,0.5992727592,0.5911157327,0.5902794922,0.5965067315,0.6003860773,0.5919163288,0.5977353415,0.604711188,0.6006481029,0.596078022,0.6012223098,0.5972546373,0.6045596234,0.5986603108,0.5959864759,0.5969252268,0.5949889186,0.5999807982,0.5996835966,0.6002943497,0.6018784097,0.6045703627,0.5925261539,0.5949540083,0.6012909875,0.5944093418,0.6058347378,0.5927708964,0.5954370879,0.5935086683,0.602461685,0.5931805486,0.5901179267,0.6049073523,0.5884802721,0.6092653042,0.6017332912,0.5990240852,0.6005344623,0.5993406518,0.5853826468,0.5940224765,0.5935693962,0.6030833456,0.5957524527,0.5977087095,0.601657477,0.5999141483,0.5962975933,0.5987413846,0.5972186482,0.5988655735,0.6024137981,0.6005364884,0.5928897391,0.6035566093,0.5926891453,0.6019711026,0.5941364575,0.5924796122,0.6028365599,0.5962134539,0.589526333,0.5915755994,0.5960619026,0.5932382991,0.5940388985,0.5996049603,0.5971866152,0.6023185446,0.5996710438,0.5949262221,0.5914189019,0.5962589693,0.6044440275,0.5980199477,0.6005582525,0.5820295549,0.5955618446,0.5973952501,0.5988654623,0.6054274673,0.6009006535,0.590971841,0.6066710475,0.602175725,0.6025628644,0.5934734377,0.5992399733,0.5920461077,0.601048057,0.6022186535,0.5962688768,0.5957180432,0.5967383151,0.594451084,0.5933901692
aNDFom,0.5040114696,0.5039448107,0.4969835056,0.4993792412,0.4971687595,0.4957240981,0.5042346253,0.5054447845,0.5027154319,0.5117916974,0.5196739807,0.5111711847,0.5030202363,0.5018606182,0.5019439621,0.513807145,0.504956779,0.5091535454,0.5041393008,0.511822485,0.5060094433,0.5054351397,0.5101443788,0.5053390274,0.5086966134,0.5073962144,0.509357985,0.5057247583,0.5031026827,0.5118532793,0.5011987923,0.4971131143,0.4866165602,0.5110475422,0.5024661258,0.5014942329,0.5158428461,0.5017768034,0.4952925502,0.5023786503,0.4997930125,0.5090019361,0.509585498,0.5131380719,0.4934801338,0.4923268771,0.4997822732,0.5093931117,0.5075895249,0.5228563789,0.5015043979,0.5085627414,0.5078644833,0.5074377836,0.5072294732,0.5014952817,0.5041918903,0.5092831317,0.4956482464,0.5054409825,0.5057098206,0.50253319,0.5084686558,0.5139578667,0.5051568703,0.4979487616,0.5000718187,0.5053315244,0.4982379491,0.4968783763,0.5062600254,0.5016469816,0.5118049202,0.5086318688,0.5084477364,0.4989052851,0.5040959432,0.5040502742,0.5008131636,0.494545934,0.4984664566,0.5046631539,0.5069662369,0.510908508,0.5065209297,0.5054088901,0.5053076738,0.5014570825,0.5035615974,0.5010671223,0.4985817113,0.5134001198,0.5049422896,0.5060129553,0.5082779401,0.507154786,0.4955951481,0.5077586477,0.5061828676,0.4999945479
zOverall,0.4239795365,0.4262197304,0.4222552559,0.4236800127,0.424170634,0.4214372966,0.4264672398,0.4283290501,0.4274837186,0.4243915753,0.4278122977,0.4237233473,0.4233665546,0.4200210458,0.4243594063,0.4256876884,0.4237571042,0.4262107211,0.4238982696,0.423912768,0.4282206898,0.4263205986,0.423514215,0.4275544702,0.4273805861,0.4232488455,0.4255503429,0.4260753434,0.4212816972,0.4244895211,0.4237045434,0.4190093785,0.421345392,0.4272158026,0.4261931861,0.424007152,0.4265790627,0.4248495094,0.4217921239,0.4220061767,0.4243894115,0.4276920509,0.4251888615,0.4265891802,0.4220654032,0.4199721512,0.4254724773,0.425798966,0.4300413412,0.4298805533,0.4276432461,0.4245676702,0.4223596747,0.4276772957,0.4279932682,0.4261606154,0.4267053268,0.4281724968,0.4261677964,0.4271278776,0.4255598201,0.4251110322,0.4269512465,0.427881802,0.4243179849,0.4269238826,0.4229965909,0.426500723,0.4257970065,0.4228157476,0.4265102774,0.424767619,0.4253779499,0.4251204421,0.427485203,0.4240624146,0.4247737638,0.4271921366,0.4240581285,0.4232776297,0.4231526768,0.4269492879,0.4239472421,0.4251507377,0.4276086241,0.4231698398,0.4248531711,0.4278072667,0.4252535357,0.425854523,0.4256159578,0.4237565022,0.4241730307,0.424692016,0.4272131408,0.4224450963,0.4245900953,0.4216776458,0.4259136171,0.4250197552
